careergoals,salary,None@probability(['careergoals', 'salary'])
-17.86,-37.468,0
-17.86,-13.804,0
-17.86,9.86,0
-17.86,33.524,0
-17.86,57.188,0
-17.86,80.852,0
-17.86,104.516,0
-17.86,128.18,0
-17.86,151.844,0
-17.86,175.508,0
-17.86,199.172,0
-17.86,222.836,0
-17.86,246.5,0
-17.86,270.164,0
-17.86,293.828,0
-17.86,317.492,0
-17.86,341.156,0
-17.86,364.82,0
-17.86,388.484,0
-17.86,412.148,0
-17.86,435.812,0
-17.86,459.476,0
-17.86,483.14,0
-17.86,506.804,0
-17.86,530.468,0
-6.58,-37.468,0
-6.58,-13.804,0
-6.58,9.86,0
-6.58,33.524,0
-6.58,57.188,0
-6.58,80.852,0
-6.58,104.516,0
-6.58,128.18,0
-6.58,151.844,0
-6.58,175.508,0
-6.58,199.172,0
-6.58,222.836,0
-6.58,246.5,0
-6.58,270.164,0
-6.58,293.828,0
-6.58,317.492,0
-6.58,341.156,0
-6.58,364.82,0
-6.58,388.484,0
-6.58,412.148,0
-6.58,435.812,0
-6.58,459.476,0
-6.58,483.14,0
-6.58,506.804,0
-6.58,530.468,0
4.7,-37.468,0
4.7,-13.804,0
4.7,9.86,0.11901
4.7,33.524,0.0225
4.7,57.188,0.01052
4.7,80.852,0.0098
4.7,104.516,0.00327
4.7,128.18,0.0029
4.7,151.844,0.00435
4.7,175.508,0.00254
4.7,199.172,0.00036
4.7,222.836,0.00181
4.7,246.5,0.00145
4.7,270.164,0.00073
4.7,293.828,0.00109
4.7,317.492,0
4.7,341.156,0
4.7,364.82,0
4.7,388.484,0
4.7,412.148,0
4.7,435.812,0
4.7,459.476,0
4.7,483.14,0
4.7,506.804,0
4.7,530.468,0
15.98,-37.468,0
15.98,-13.804,0
15.98,9.86,0.13026
15.98,33.524,0.01234
15.98,57.188,0.01959
15.98,80.852,0.00653
15.98,104.516,0.00145
15.98,128.18,0.00181
15.98,151.844,0.00073
15.98,175.508,0.00145
15.98,199.172,0.00181
15.98,222.836,0.00036
15.98,246.5,0
15.98,270.164,0.00036
15.98,293.828,0
15.98,317.492,0
15.98,341.156,0
15.98,364.82,0
15.98,388.484,0
15.98,412.148,0
15.98,435.812,0
15.98,459.476,0
15.98,483.14,0
15.98,506.804,0
15.98,530.468,0
27.26,-37.468,0
27.26,-13.804,0
27.26,9.86,0.09434
27.26,33.524,0.0312
27.26,57.188,0.01778
27.26,80.852,0.0127
27.26,104.516,0.00399
27.26,128.18,0.00327
27.26,151.844,0.00435
27.26,175.508,0.00762
27.26,199.172,0.00508
27.26,222.836,0.00581
27.26,246.5,0.00145
27.26,270.164,0.00109
27.26,293.828,0.00073
27.26,317.492,0
27.26,341.156,0.00036
27.26,364.82,0.00036
27.26,388.484,0
27.26,412.148,0
27.26,435.812,0
27.26,459.476,0
27.26,483.14,0
27.26,506.804,0
27.26,530.468,0
38.54,-37.468,0
38.54,-13.804,0
38.54,9.86,0.05987
38.54,33.524,0.01306
38.54,57.188,0.00544
38.54,80.852,0.00617
38.54,104.516,0.00218
38.54,128.18,0.00181
38.54,151.844,0.00145
38.54,175.508,0.00181
38.54,199.172,0.00073
38.54,222.836,0.00109
38.54,246.5,0.00145
38.54,270.164,0.00181
38.54,293.828,0.00073
38.54,317.492,0
38.54,341.156,0
38.54,364.82,0
38.54,388.484,0
38.54,412.148,0
38.54,435.812,0
38.54,459.476,0
38.54,483.14,0
38.54,506.804,0
38.54,530.468,0
49.82,-37.468,0
49.82,-13.804,0
49.82,9.86,0.04173
49.82,33.524,0.00798
49.82,57.188,0.00508
49.82,80.852,0.00544
49.82,104.516,0.00073
49.82,128.18,0.00145
49.82,151.844,0.00145
49.82,175.508,0.00073
49.82,199.172,0.00036
49.82,222.836,0.00036
49.82,246.5,0.00145
49.82,270.164,0.00109
49.82,293.828,0.00036
49.82,317.492,0
49.82,341.156,0
49.82,364.82,0
49.82,388.484,0
49.82,412.148,0
49.82,435.812,0
49.82,459.476,0
49.82,483.14,0
49.82,506.804,0
49.82,530.468,0
61.1,-37.468,0
61.1,-13.804,0
61.1,9.86,0.03447
61.1,33.524,0.01379
61.1,57.188,0.00653
61.1,80.852,0.00581
61.1,104.516,0.00254
61.1,128.18,0.00218
61.1,151.844,0.00109
61.1,175.508,0.00254
61.1,199.172,0.00327
61.1,222.836,0.00218
61.1,246.5,0.00254
61.1,270.164,0.00145
61.1,293.828,0.00145
61.1,317.492,0.00036
61.1,341.156,0
61.1,364.82,0
61.1,388.484,0
61.1,412.148,0
61.1,435.812,0
61.1,459.476,0
61.1,483.14,0
61.1,506.804,0
61.1,530.468,0
72.38,-37.468,0
72.38,-13.804,0
72.38,9.86,0.02358
72.38,33.524,0.01234
72.38,57.188,0.00544
72.38,80.852,0.00544
72.38,104.516,0.00544
72.38,128.18,0.00109
72.38,151.844,0.00109
72.38,175.508,0.00109
72.38,199.172,0.00145
72.38,222.836,0.00181
72.38,246.5,0.00073
72.38,270.164,0.00218
72.38,293.828,0.00109
72.38,317.492,0.00109
72.38,341.156,0
72.38,364.82,0
72.38,388.484,0
72.38,412.148,0
72.38,435.812,0
72.38,459.476,0
72.38,483.14,0
